code,capital_labor_ratio_change,capital_productivity_change,fixed_assets_renewal_comparable_prices,labor_productivity,nominal_wage,high_productivity_jobs,machinery_share_in_total_assets,investment_share_for_modernization,production_index_yoy,production_index_mom,date
1,109.0,96.7,6.9,105.4,20773.99000925968,438.783,37.4,10.3,128.3,72.6,2017-01-01
1,109.0,96.7,6.9,105.4,19581.099945525944,438.783,37.4,10.3,113.9,102.4,2017-02-01
1,109.0,96.7,6.9,105.4,21749.39434271772,438.783,37.4,10.3,115.4,114.6,2017-03-01
1,109.0,96.7,6.9,105.4,21591.152395492754,438.783,37.4,10.3,115.7,100.4,2017-04-01
1,109.0,96.7,6.9,105.4,23382.26140580362,438.783,37.4,10.3,124.1,104.3,2017-05-01
1,109.0,96.7,6.9,105.4,22802.666127695586,438.783,37.4,10.3,120.7,104.0,2017-06-01
1,109.0,96.7,6.9,105.4,24609.41227771201,438.783,37.4,10.3,118.3,96.6,2017-07-01
1,109.0,96.7,6.9,105.4,25300.32520068345,438.783,37.4,10.3,109.7,103.2,2017-08-01
1,109.0,96.7,6.9,105.4,24819.50829620433,438.783,37.4,10.3,119.4,102.8,2017-09-01
1,109.0,96.7,6.9,105.4,24179.37379794302,438.783,37.4,10.3,108.4,89.2,2017-10-01
1,109.0,96.7,6.9,105.4,23239.35680803125,438.783,37.4,10.3,102.9,95.1,2017-11-01
1,109.0,96.7,6.9,105.4,26590.73770693872,438.783,37.4,10.3,97.4,120.7,2017-12-01
1,105.4,96.8,7.0,102.0,22229.6960989045,516.614,38.4,9.2,96.6,72.0,2018-01-01
1,105.4,96.8,7.0,102.0,21230.004931082483,516.614,38.4,9.2,100.2,106.3,2018-02-01
1,105.4,96.8,7.0,102.0,22882.265529081644,516.614,38.4,9.2,103.3,118.1,2018-03-01
1,105.4,96.8,7.0,102.0,23466.613610440752,516.614,38.4,9.2,97.9,95.2,2018-04-01
1,105.4,96.8,7.0,102.0,26119.0,516.614,38.4,9.2,98.6,105.1,2018-05-01
1,105.4,96.8,7.0,102.0,25318.02955819835,516.614,38.4,9.2,105.9,111.7,2018-06-01
1,105.4,96.8,7.0,102.0,26622.827111700444,516.614,38.4,9.2,105.4,96.1,2018-07-01
1,105.4,96.8,7.0,102.0,27668.80192420685,516.614,38.4,9.2,109.0,106.7,2018-08-01
1,105.4,96.8,7.0,102.0,26835.819877272083,516.614,38.4,9.2,117.5,110.9,2018-09-01
1,105.4,96.8,7.0,102.0,26772.39170797728,516.614,38.4,9.2,141.3,107.3,2018-10-01
1,105.4,96.8,7.0,102.0,25676.65498584256,516.614,38.4,9.2,143.5,96.6,2018-11-01
1,105.4,96.8,7.0,102.0,29733.82517452356,516.614,38.4,9.2,130.6,109.8,2018-12-01
1,107.8,98.3,6.5,106.0,24548.4,593.847,38.5,6.3,142.2,78.4,2019-01-01
1,107.8,98.3,6.5,106.0,23503.7,593.847,38.5,6.3,135.1,101.0,2019-02-01
1,107.8,98.3,6.5,106.0,25806.8,593.847,38.5,6.3,124.9,109.1,2019-03-01
1,107.8,98.3,6.5,106.0,27097.9,593.847,38.5,6.3,126.6,96.5,2019-04-01
1,107.8,98.3,6.5,106.0,28516.9,593.847,38.5,6.3,123.6,102.6,2019-05-01
1,107.8,98.3,6.5,106.0,28387.1,593.847,38.5,6.3,117.2,105.9,2019-06-01
1,107.8,98.3,6.5,106.0,29640.3,593.847,38.5,6.3,124.5,102.1,2019-07-01
1,107.8,98.3,6.5,106.0,29915.0,593.847,38.5,6.3,118.7,101.8,2019-08-01
1,107.8,98.3,6.5,106.0,30108.6,593.847,38.5,6.3,117.0,109.3,2019-09-01
1,107.8,98.3,6.5,106.0,30063.7,593.847,38.5,6.3,109.2,100.2,2019-10-01
1,107.8,98.3,6.5,106.0,28621.3,593.847,38.5,6.3,107.2,94.8,2019-11-01
1,107.8,98.3,6.5,106.0,32549.2,593.847,38.5,6.3,114.9,117.7,2019-12-01
1,104.8,95.3,6.4,99.9,27468.6,653.466,38.8,6.0,112.4,76.7,2020-01-01
1,104.8,95.3,6.4,99.9,26445.3,653.466,38.8,6.0,114.2,102.6,2020-02-01
1,104.8,95.3,6.4,99.9,28806.0,653.466,38.8,6.0,116.0,110.8,2020-03-01
1,104.8,95.3,6.4,99.9,29093.1,653.466,38.8,6.0,116.3,96.8,2020-04-01
1,104.8,95.3,6.4,99.9,30473.1,653.466,38.8,6.0,104.2,92.0,2020-05-01
1,104.8,95.3,6.4,99.9,30741.5,653.466,38.8,6.0,102.9,104.5,2020-06-01
1,104.8,95.3,6.4,99.9,32473.1,653.466,38.8,6.0,95.5,94.7,2020-07-01
1,104.8,95.3,6.4,99.9,32224.3,653.466,38.8,6.0,97.6,104.0,2020-08-01
1,104.8,95.3,6.4,99.9,31397.6,653.466,38.8,6.0,94.0,105.3,2020-09-01
1,104.8,95.3,6.4,99.9,32368.4,653.466,38.8,6.0,94.1,100.3,2020-10-01
1,104.8,95.3,6.4,99.9,31282.6,653.466,38.8,6.0,105.1,105.9,2020-11-01
1,104.8,95.3,6.4,99.9,36278.7,653.466,38.8,6.0,107.1,119.9,2020-12-01
1,107.0,95.2,7.1,101.9,30167.6,704.238,39.7,7.1,86.1,61.6,2021-01-01
1,107.0,95.2,7.1,101.9,29037.4,704.238,39.7,7.1,91.9,109.6,2021-02-01
1,107.0,95.2,7.1,101.9,32201.8,704.238,39.7,7.1,104.9,126.4,2021-03-01
1,107.0,95.2,7.1,101.9,32558.5,704.238,39.7,7.1,104.8,96.8,2021-04-01
1,107.0,95.2,7.1,101.9,34860.5,704.238,39.7,7.1,112.7,98.8,2021-05-01
1,107.0,95.2,7.1,101.9,34068.7,704.238,39.7,7.1,112.8,104.7,2021-06-01
1,107.0,95.2,7.1,101.9,36590.2,704.238,39.7,7.1,114.4,96.0,2021-07-01
1,107.0,95.2,7.1,101.9,35686.5,704.238,39.7,7.1,112.4,102.2,2021-08-01
1,107.0,95.2,7.1,101.9,34701.8,704.238,39.7,7.1,113.1,105.9,2021-09-01
1,107.0,95.2,7.1,101.9,36802.4,704.238,39.7,7.1,113.4,100.6,2021-10-01
1,107.0,95.2,7.1,101.9,35357.8,704.238,39.7,7.1,112.2,104.8,2021-11-01
1,107.0,95.2,7.1,101.9,42198.9,704.238,39.7,7.1,123.4,131.9,2021-12-01
2,109.0,96.7,6.9,105.4,22433.516436233025,438.783,37.4,4.9,128.3,72.6,2017-01-01
2,109.0,96.7,6.9,105.4,22886.76524145647,438.783,37.4,4.9,113.9,102.4,2017-02-01
2,109.0,96.7,6.9,105.4,24232.293523828568,438.783,37.4,4.9,115.4,114.6,2017-03-01
2,109.0,96.7,6.9,105.4,23982.01166751055,438.783,37.4,4.9,115.7,100.4,2017-04-01
2,109.0,96.7,6.9,105.4,23568.391567859333,438.783,37.4,4.9,124.1,104.3,2017-05-01
2,109.0,96.7,6.9,105.4,24484.20325211544,438.783,37.4,4.9,120.7,104.0,2017-06-01
2,109.0,96.7,6.9,105.4,26011.99480882181,438.783,37.4,4.9,118.3,96.6,2017-07-01
2,109.0,96.7,6.9,105.4,25700.36075006076,438.783,37.4,4.9,109.7,103.2,2017-08-01
2,109.0,96.7,6.9,105.4,25900.831601250065,438.783,37.4,4.9,119.4,102.8,2017-09-01
2,109.0,96.7,6.9,105.4,26274.26708965606,438.783,37.4,4.9,108.4,89.2,2017-10-01
2,109.0,96.7,6.9,105.4,25016.26806965293,438.783,37.4,4.9,102.9,95.1,2017-11-01
2,109.0,96.7,6.9,105.4,32232.01513185416,438.783,37.4,4.9,97.4,120.7,2017-12-01
2,105.4,96.8,7.0,102.0,26947.204863713712,516.614,38.4,1.4,96.6,72.0,2018-01-01
2,105.4,96.8,7.0,102.0,29916.19022806218,516.614,38.4,1.4,100.2,106.3,2018-02-01
2,105.4,96.8,7.0,102.0,30608.008315393952,516.614,38.4,1.4,103.3,118.1,2018-03-01
2,105.4,96.8,7.0,102.0,30290.24655412959,516.614,38.4,1.4,97.9,95.2,2018-04-01
2,105.4,96.8,7.0,102.0,28742.0,516.614,38.4,1.4,98.6,105.1,2018-05-01
2,105.4,96.8,7.0,102.0,30451.114177789543,516.614,38.4,1.4,105.9,111.7,2018-06-01
2,105.4,96.8,7.0,102.0,32318.53644311677,516.614,38.4,1.4,105.4,96.1,2018-07-01
2,105.4,96.8,7.0,102.0,31659.25894537468,516.614,38.4,1.4,109.0,106.7,2018-08-01
2,105.4,96.8,7.0,102.0,31964.91571404947,516.614,38.4,1.4,117.5,110.9,2018-09-01
2,105.4,96.8,7.0,102.0,32008.37377841834,516.614,38.4,1.4,141.3,107.3,2018-10-01
2,105.4,96.8,7.0,102.0,31649.78359383485,516.614,38.4,1.4,143.5,96.6,2018-11-01
2,105.4,96.8,7.0,102.0,40438.97797451955,516.614,38.4,1.4,130.6,109.8,2018-12-01
2,107.8,98.3,6.5,106.0,32521.4,593.847,38.5,4.0,142.2,78.4,2019-01-01
2,107.8,98.3,6.5,106.0,33185.8,593.847,38.5,4.0,135.1,101.0,2019-02-01
2,107.8,98.3,6.5,106.0,34305.3,593.847,38.5,4.0,124.9,109.1,2019-03-01
2,107.8,98.3,6.5,106.0,34468.5,593.847,38.5,4.0,126.6,96.5,2019-04-01
2,107.8,98.3,6.5,106.0,33106.1,593.847,38.5,4.0,123.6,102.6,2019-05-01
2,107.8,98.3,6.5,106.0,33599.4,593.847,38.5,4.0,117.2,105.9,2019-06-01
2,107.8,98.3,6.5,106.0,36470.0,593.847,38.5,4.0,124.5,102.1,2019-07-01
2,107.8,98.3,6.5,106.0,35347.1,593.847,38.5,4.0,118.7,101.8,2019-08-01
2,107.8,98.3,6.5,106.0,34461.9,593.847,38.5,4.0,117.0,109.3,2019-09-01
2,107.8,98.3,6.5,106.0,35935.7,593.847,38.5,4.0,109.2,100.2,2019-10-01
2,107.8,98.3,6.5,106.0,34598.7,593.847,38.5,4.0,107.2,94.8,2019-11-01
2,107.8,98.3,6.5,106.0,43260.0,593.847,38.5,4.0,114.9,117.7,2019-12-01
2,104.8,95.3,6.4,99.9,36940.9,653.466,38.8,4.6,112.4,76.7,2020-01-01
2,104.8,95.3,6.4,99.9,36214.3,653.466,38.8,4.6,114.2,102.6,2020-02-01
2,104.8,95.3,6.4,99.9,37285.6,653.466,38.8,4.6,116.0,110.8,2020-03-01
2,104.8,95.3,6.4,99.9,36589.1,653.466,38.8,4.6,116.3,96.8,2020-04-01
2,104.8,95.3,6.4,99.9,33929.9,653.466,38.8,4.6,104.2,92.0,2020-05-01
2,104.8,95.3,6.4,99.9,35372.2,653.466,38.8,4.6,102.9,104.5,2020-06-01
2,104.8,95.3,6.4,99.9,37280.6,653.466,38.8,4.6,95.5,94.7,2020-07-01
2,104.8,95.3,6.4,99.9,34940.3,653.466,38.8,4.6,97.6,104.0,2020-08-01
2,104.8,95.3,6.4,99.9,35605.1,653.466,38.8,4.6,94.0,105.3,2020-09-01
2,104.8,95.3,6.4,99.9,37266.8,653.466,38.8,4.6,94.1,100.3,2020-10-01
2,104.8,95.3,6.4,99.9,35382.1,653.466,38.8,4.6,105.1,105.9,2020-11-01
2,104.8,95.3,6.4,99.9,47351.8,653.466,38.8,4.6,107.1,119.9,2020-12-01
2,107.0,95.2,7.1,101.9,35634.0,704.238,39.7,1.3,86.1,61.6,2021-01-01
2,107.0,95.2,7.1,101.9,37027.0,704.238,39.7,1.3,91.9,109.6,2021-02-01
2,107.0,95.2,7.1,101.9,39405.6,704.238,39.7,1.3,104.9,126.4,2021-03-01
2,107.0,95.2,7.1,101.9,39931.5,704.238,39.7,1.3,104.8,96.8,2021-04-01
2,107.0,95.2,7.1,101.9,37333.6,704.238,39.7,1.3,112.7,98.8,2021-05-01
2,107.0,95.2,7.1,101.9,40257.6,704.238,39.7,1.3,112.8,104.7,2021-06-01
2,107.0,95.2,7.1,101.9,43113.0,704.238,39.7,1.3,114.4,96.0,2021-07-01
2,107.0,95.2,7.1,101.9,42212.2,704.238,39.7,1.3,112.4,102.2,2021-08-01
2,107.0,95.2,7.1,101.9,42852.2,704.238,39.7,1.3,113.1,105.9,2021-09-01
2,107.0,95.2,7.1,101.9,44125.8,704.238,39.7,1.3,113.4,100.6,2021-10-01
2,107.0,95.2,7.1,101.9,41893.2,704.238,39.7,1.3,112.2,104.8,2021-11-01
2,107.0,95.2,7.1,101.9,56545.5,704.238,39.7,1.3,123.4,131.9,2021-12-01
3,109.0,96.7,6.9,89.2,58587.29071576506,438.783,37.4,24.7,128.3,72.6,2017-01-01
3,109.0,96.7,6.9,89.2,48763.21898384736,438.783,37.4,24.7,113.9,102.4,2017-02-01
3,109.0,96.7,6.9,89.2,56100.20268606912,438.783,37.4,24.7,115.4,114.6,2017-03-01
3,109.0,96.7,6.9,89.2,73283.09164531913,438.783,37.4,24.7,115.7,100.4,2017-04-01
3,109.0,96.7,6.9,89.2,85554.48568808369,438.783,37.4,24.7,124.1,104.3,2017-05-01
3,109.0,96.7,6.9,89.2,70736.03335830332,438.783,37.4,24.7,120.7,104.0,2017-06-01
3,109.0,96.7,6.9,89.2,60033.22235765071,438.783,37.4,24.7,118.3,96.6,2017-07-01
3,109.0,96.7,6.9,89.2,66147.69801784366,438.783,37.4,24.7,109.7,103.2,2017-08-01
3,109.0,96.7,6.9,89.2,62205.05274394062,438.783,37.4,24.7,119.4,102.8,2017-09-01
3,109.0,96.7,6.9,89.2,66406.1876403888,438.783,37.4,24.7,108.4,89.2,2017-10-01
3,109.0,96.7,6.9,89.2,66260.17598945805,438.783,37.4,24.7,102.9,95.1,2017-11-01
3,109.0,96.7,6.9,89.2,85776.54297770282,438.783,37.4,24.7,97.4,120.7,2017-12-01
3,105.4,96.8,7.0,108.3,60590.07931168491,516.614,38.4,7.4,96.6,72.0,2018-01-01
3,105.4,96.8,7.0,108.3,57872.720900591616,516.614,38.4,7.4,100.2,106.3,2018-02-01
3,105.4,96.8,7.0,108.3,69182.89645003418,516.614,38.4,7.4,103.3,118.1,2018-03-01
3,105.4,96.8,7.0,108.3,78029.24217566557,516.614,38.4,7.4,97.9,95.2,2018-04-01
3,105.4,96.8,7.0,108.3,95975.0,516.614,38.4,7.4,98.6,105.1,2018-05-01
3,105.4,96.8,7.0,108.3,71579.10865149832,516.614,38.4,7.4,105.9,111.7,2018-06-01
3,105.4,96.8,7.0,108.3,69270.75416121155,516.614,38.4,7.4,105.4,96.1,2018-07-01
3,105.4,96.8,7.0,108.3,73187.27717726328,516.614,38.4,7.4,109.0,106.7,2018-08-01
3,105.4,96.8,7.0,108.3,76975.67686626896,516.614,38.4,7.4,117.5,110.9,2018-09-01
3,105.4,96.8,7.0,108.3,70895.80004137367,516.614,38.4,7.4,141.3,107.3,2018-10-01
3,105.4,96.8,7.0,108.3,71577.78809121395,516.614,38.4,7.4,143.5,96.6,2018-11-01
3,105.4,96.8,7.0,108.3,93289.15846123024,516.614,38.4,7.4,130.6,109.8,2018-12-01
3,107.8,98.3,6.5,102.0,69008.6,593.847,38.5,11.3,142.2,78.4,2019-01-01
3,107.8,98.3,6.5,102.0,62286.6,593.847,38.5,11.3,135.1,101.0,2019-02-01
3,107.8,98.3,6.5,102.0,73462.2,593.847,38.5,11.3,124.9,109.1,2019-03-01
3,107.8,98.3,6.5,102.0,84736.9,593.847,38.5,11.3,126.6,96.5,2019-04-01
3,107.8,98.3,6.5,102.0,109751.7,593.847,38.5,11.3,123.6,102.6,2019-05-01
3,107.8,98.3,6.5,102.0,81689.3,593.847,38.5,11.3,117.2,105.9,2019-06-01
3,107.8,98.3,6.5,102.0,88886.7,593.847,38.5,11.3,124.5,102.1,2019-07-01
3,107.8,98.3,6.5,102.0,89394.5,593.847,38.5,11.3,118.7,101.8,2019-08-01
3,107.8,98.3,6.5,102.0,95819.7,593.847,38.5,11.3,117.0,109.3,2019-09-01
3,107.8,98.3,6.5,102.0,95825.6,593.847,38.5,11.3,109.2,100.2,2019-10-01
3,107.8,98.3,6.5,102.0,88605.4,593.847,38.5,11.3,107.2,94.8,2019-11-01
3,107.8,98.3,6.5,102.0,107936.0,593.847,38.5,11.3,114.9,117.7,2019-12-01
3,104.8,95.3,6.4,95.0,84427.8,653.466,38.8,4.4,112.4,76.7,2020-01-01
3,104.8,95.3,6.4,95.0,73779.7,653.466,38.8,4.4,114.2,102.6,2020-02-01
3,104.8,95.3,6.4,95.0,83457.0,653.466,38.8,4.4,116.0,110.8,2020-03-01
3,104.8,95.3,6.4,95.0,87146.7,653.466,38.8,4.4,116.3,96.8,2020-04-01
3,104.8,95.3,6.4,95.0,121796.7,653.466,38.8,4.4,104.2,92.0,2020-05-01
3,104.8,95.3,6.4,95.0,90115.3,653.466,38.8,4.4,102.9,104.5,2020-06-01
3,104.8,95.3,6.4,95.0,104072.7,653.466,38.8,4.4,95.5,94.7,2020-07-01
3,104.8,95.3,6.4,95.0,93800.9,653.466,38.8,4.4,97.6,104.0,2020-08-01
3,104.8,95.3,6.4,95.0,92003.5,653.466,38.8,4.4,94.0,105.3,2020-09-01
3,104.8,95.3,6.4,95.0,85391.2,653.466,38.8,4.4,94.1,100.3,2020-10-01
3,104.8,95.3,6.4,95.0,78865.8,653.466,38.8,4.4,105.1,105.9,2020-11-01
3,104.8,95.3,6.4,95.0,118178.1,653.466,38.8,4.4,107.1,119.9,2020-12-01
3,107.0,95.2,7.1,103.7,89506.2,704.238,39.7,11.1,86.1,61.6,2021-01-01
3,107.0,95.2,7.1,103.7,71917.5,704.238,39.7,11.1,91.9,109.6,2021-02-01
3,107.0,95.2,7.1,103.7,83190.2,704.238,39.7,11.1,104.9,126.4,2021-03-01
3,107.0,95.2,7.1,103.7,94158.5,704.238,39.7,11.1,104.8,96.8,2021-04-01
3,107.0,95.2,7.1,103.7,120039.6,704.238,39.7,11.1,112.7,98.8,2021-05-01
3,107.0,95.2,7.1,103.7,108124.7,704.238,39.7,11.1,112.8,104.7,2021-06-01
3,107.0,95.2,7.1,103.7,90761.5,704.238,39.7,11.1,114.4,96.0,2021-07-01
3,107.0,95.2,7.1,103.7,92373.7,704.238,39.7,11.1,112.4,102.2,2021-08-01
3,107.0,95.2,7.1,103.7,127434.4,704.238,39.7,11.1,113.1,105.9,2021-09-01
3,107.0,95.2,7.1,103.7,104419.5,704.238,39.7,11.1,113.4,100.6,2021-10-01
3,107.0,95.2,7.1,103.7,112677.4,704.238,39.7,11.1,112.2,104.8,2021-11-01
3,107.0,95.2,7.1,103.7,119000.5,704.238,39.7,11.1,123.4,131.9,2021-12-01
5,107.8,93.6,8.8,100.9,49479.38694789523,874.978,20.3,19.0,128.3,72.6,2017-01-01
5,107.8,93.6,8.8,100.9,46512.67709434729,874.978,20.3,19.0,113.9,102.4,2017-02-01
5,107.8,93.6,8.8,100.9,51542.99078549512,874.978,20.3,19.0,115.4,114.6,2017-03-01
5,107.8,93.6,8.8,100.9,51173.66717575632,874.978,20.3,19.0,115.7,100.4,2017-04-01
5,107.8,93.6,8.8,100.9,51708.0585754392,874.978,20.3,19.0,124.1,104.3,2017-05-01
5,107.8,93.6,8.8,100.9,51538.577017427226,874.978,20.3,19.0,120.7,104.0,2017-06-01
5,107.8,93.6,8.8,100.9,51372.89650420664,874.978,20.3,19.0,118.3,96.6,2017-07-01
5,107.8,93.6,8.8,100.9,56907.6221526405,874.978,20.3,19.0,109.7,103.2,2017-08-01
5,107.8,93.6,8.8,100.9,50490.55291703148,874.978,20.3,19.0,119.4,102.8,2017-09-01
5,107.8,93.6,8.8,100.9,53103.16263184485,874.978,20.3,19.0,108.4,89.2,2017-10-01
5,107.8,93.6,8.8,100.9,51590.82663703823,874.978,20.3,19.0,102.9,95.1,2017-11-01
5,107.8,93.6,8.8,100.9,73189.34888849195,874.978,20.3,19.0,97.4,120.7,2017-12-01
5,107.8,94.1,8.8,101.4,54314.21356557043,934.068,20.7,19.2,96.6,72.0,2018-01-01
5,107.8,94.1,8.8,101.4,51602.29131176985,934.068,20.7,19.2,100.2,106.3,2018-02-01
5,107.8,94.1,8.8,101.4,56784.68370586704,934.068,20.7,19.2,103.3,118.1,2018-03-01
5,107.8,94.1,8.8,101.4,56118.81312591641,934.068,20.7,19.2,97.9,95.2,2018-04-01
5,107.8,94.1,8.8,101.4,61060.0,934.068,20.7,19.2,98.6,105.1,2018-05-01
5,107.8,94.1,8.8,101.4,58177.23505574906,934.068,20.7,19.2,105.9,111.7,2018-06-01
5,107.8,94.1,8.8,101.4,58784.07447779851,934.068,20.7,19.2,105.4,96.1,2018-07-01
5,107.8,94.1,8.8,101.4,64074.40710562188,934.068,20.7,19.2,109.0,106.7,2018-08-01
5,107.8,94.1,8.8,101.4,57514.70661127965,934.068,20.7,19.2,117.5,110.9,2018-09-01
5,107.8,94.1,8.8,101.4,58762.86316829529,934.068,20.7,19.2,141.3,107.3,2018-10-01
5,107.8,94.1,8.8,101.4,57776.041115516986,934.068,20.7,19.2,143.5,96.6,2018-11-01
5,107.8,94.1,8.8,101.4,80905.8792483601,934.068,20.7,19.2,130.6,109.8,2018-12-01
5,106.9,95.0,8.1,101.6,62110.6,940.106,20.7,13.4,142.2,78.4,2019-01-01
5,106.9,95.0,8.1,101.6,56717.5,940.106,20.7,13.4,135.1,101.0,2019-02-01
5,106.9,95.0,8.1,101.6,64660.6,940.106,20.7,13.4,124.9,109.1,2019-03-01
5,106.9,95.0,8.1,101.6,65183.8,940.106,20.7,13.4,126.6,96.5,2019-04-01
5,106.9,95.0,8.1,101.6,63265.4,940.106,20.7,13.4,123.6,102.6,2019-05-01
5,106.9,95.0,8.1,101.6,61667.8,940.106,20.7,13.4,117.2,105.9,2019-06-01
5,106.9,95.0,8.1,101.6,61937.4,940.106,20.7,13.4,124.5,102.1,2019-07-01
5,106.9,95.0,8.1,101.6,65070.0,940.106,20.7,13.4,118.7,101.8,2019-08-01
5,106.9,95.0,8.1,101.6,60366.7,940.106,20.7,13.4,117.0,109.3,2019-09-01
5,106.9,95.0,8.1,101.6,63019.9,940.106,20.7,13.4,109.2,100.2,2019-10-01
5,106.9,95.0,8.1,101.6,60689.2,940.106,20.7,13.4,107.2,94.8,2019-11-01
5,106.9,95.0,8.1,101.6,78822.2,940.106,20.7,13.4,114.9,117.7,2019-12-01
5,107.6,88.4,6.1,95.2,60843.9,955.04,18.9,14.7,112.4,76.7,2020-01-01
5,107.6,88.4,6.1,95.2,58141.7,955.04,18.9,14.7,114.2,102.6,2020-02-01
5,107.6,88.4,6.1,95.2,61442.3,955.04,18.9,14.7,116.0,110.8,2020-03-01
5,107.6,88.4,6.1,95.2,61487.1,955.04,18.9,14.7,116.3,96.8,2020-04-01
5,107.6,88.4,6.1,95.2,62127.1,955.04,18.9,14.7,104.2,92.0,2020-05-01
5,107.6,88.4,6.1,95.2,62004.9,955.04,18.9,14.7,102.9,104.5,2020-06-01
5,107.6,88.4,6.1,95.2,60979.2,955.04,18.9,14.7,95.5,94.7,2020-07-01
5,107.6,88.4,6.1,95.2,62260.0,955.04,18.9,14.7,97.6,104.0,2020-08-01
5,107.6,88.4,6.1,95.2,58781.8,955.04,18.9,14.7,94.0,105.3,2020-09-01
5,107.6,88.4,6.1,95.2,59846.3,955.04,18.9,14.7,94.1,100.3,2020-10-01
5,107.6,88.4,6.1,95.2,60818.2,955.04,18.9,14.7,105.1,105.9,2020-11-01
5,107.6,88.4,6.1,95.2,83440.6,955.04,18.9,14.7,107.1,119.9,2020-12-01
5,101.7,98.7,5.2,100.4,65117.0,980.95,19.0,10.2,86.1,61.6,2021-01-01
5,101.7,98.7,5.2,100.4,61980.6,980.95,19.0,10.2,91.9,109.6,2021-02-01
5,101.7,98.7,5.2,100.4,67375.3,980.95,19.0,10.2,104.9,126.4,2021-03-01
5,101.7,98.7,5.2,100.4,69301.6,980.95,19.0,10.2,104.8,96.8,2021-04-01
5,101.7,98.7,5.2,100.4,70011.6,980.95,19.0,10.2,112.7,98.8,2021-05-01
5,101.7,98.7,5.2,100.4,70325.3,980.95,19.0,10.2,112.8,104.7,2021-06-01
5,101.7,98.7,5.2,100.4,70000.6,980.95,19.0,10.2,114.4,96.0,2021-07-01
5,101.7,98.7,5.2,100.4,78483.1,980.95,19.0,10.2,112.4,102.2,2021-08-01
5,101.7,98.7,5.2,100.4,71000.3,980.95,19.0,10.2,113.1,105.9,2021-09-01
5,101.7,98.7,5.2,100.4,73052.3,980.95,19.0,10.2,113.4,100.6,2021-10-01
5,101.7,98.7,5.2,100.4,76838.5,980.95,19.0,10.2,112.2,104.8,2021-11-01
5,101.7,98.7,5.2,100.4,107635.8,980.95,19.0,10.2,123.4,131.9,2021-12-01
6,107.8,93.6,8.8,100.9,91288.30722225195,874.978,20.3,10.2,128.3,72.6,2017-01-01
6,107.8,93.6,8.8,100.9,86162.12962104297,874.978,20.3,10.2,113.9,102.4,2017-02-01
6,107.8,93.6,8.8,100.9,106284.89268621236,874.978,20.3,10.2,115.4,114.6,2017-03-01
6,107.8,93.6,8.8,100.9,118067.92146154917,874.978,20.3,10.2,115.7,100.4,2017-04-01
6,107.8,93.6,8.8,100.9,113656.32110473554,874.978,20.3,10.2,124.1,104.3,2017-05-01
6,107.8,93.6,8.8,100.9,110410.38449897277,874.978,20.3,10.2,120.7,104.0,2017-06-01
6,107.8,93.6,8.8,100.9,95097.9571297488,874.978,20.3,10.2,118.3,96.6,2017-07-01
6,107.8,93.6,8.8,100.9,99327.63799604904,874.978,20.3,10.2,109.7,103.2,2017-08-01
6,107.8,93.6,8.8,100.9,109117.1845530397,874.978,20.3,10.2,119.4,102.8,2017-09-01
6,107.8,93.6,8.8,100.9,87287.07715138297,874.978,20.3,10.2,108.4,89.2,2017-10-01
6,107.8,93.6,8.8,100.9,86863.07239911755,874.978,20.3,10.2,102.9,95.1,2017-11-01
6,107.8,93.6,8.8,100.9,142044.1122780604,874.978,20.3,10.2,97.4,120.7,2017-12-01
6,107.8,94.1,8.8,101.4,110897.4156419803,934.068,20.7,7.1,96.6,72.0,2018-01-01
6,107.8,94.1,8.8,101.4,113551.51896219116,934.068,20.7,7.1,100.2,106.3,2018-02-01
6,107.8,94.1,8.8,101.4,127431.0597867595,934.068,20.7,7.1,103.3,118.1,2018-03-01
6,107.8,94.1,8.8,101.4,136379.93462692003,934.068,20.7,7.1,97.9,95.2,2018-04-01
6,107.8,94.1,8.8,101.4,179954.0,934.068,20.7,7.1,98.6,105.1,2018-05-01
6,107.8,94.1,8.8,101.4,122103.56687084296,934.068,20.7,7.1,105.9,111.7,2018-06-01
6,107.8,94.1,8.8,101.4,118192.80229040002,934.068,20.7,7.1,105.4,96.1,2018-07-01
6,107.8,94.1,8.8,101.4,123320.14476599931,934.068,20.7,7.1,109.0,106.7,2018-08-01
6,107.8,94.1,8.8,101.4,115070.3843620493,934.068,20.7,7.1,117.5,110.9,2018-09-01
6,107.8,94.1,8.8,101.4,107164.88019273388,934.068,20.7,7.1,141.3,107.3,2018-10-01
6,107.8,94.1,8.8,101.4,106885.22665478651,934.068,20.7,7.1,143.5,96.6,2018-11-01
6,107.8,94.1,8.8,101.4,169486.0460884935,934.068,20.7,7.1,130.6,109.8,2018-12-01
6,106.9,95.0,8.1,101.6,117911.2,940.106,20.7,8.0,142.2,78.4,2019-01-01
6,106.9,95.0,8.1,101.6,115080.6,940.106,20.7,8.0,135.1,101.0,2019-02-01
6,106.9,95.0,8.1,101.6,130966.6,940.106,20.7,8.0,124.9,109.1,2019-03-01
6,106.9,95.0,8.1,101.6,149933.9,940.106,20.7,8.0,126.6,96.5,2019-04-01
6,106.9,95.0,8.1,101.6,152912.2,940.106,20.7,8.0,123.6,102.6,2019-05-01
6,106.9,95.0,8.1,101.6,172942.0,940.106,20.7,8.0,117.2,105.9,2019-06-01
